Question,Answer,Type
家中有果42個。媽媽吃了7個後，小文吃了餘下的1/5，現在還剩下多少個果？,28,四則應用
有140個蘋果，每10個裝一袋，可以裝多少袋？,14,分組
一個平行四邊形有多少組平行線？,2,幾何
384 - 338 = ?,46,減法
幾個人合買一份381元的禮物，每人平均要付多少元？還剩多少元？,63...3,四則應用
9公斤777克 = 多少克？,9777,單位轉換
67 - 32 = ?,35,減法
253 + 249 = ?,502,加法
03:47 出發，經過45分鐘後到達，到達時間是？,04:32,時間計算
有107個蘋果，每6個裝一袋，可以裝多少袋？餘下幾個？,17...5,分組
361 + 339 = ?,700,加法
18:11 出發，經過120分鐘後到達，到達時間是？,20:11,時間計算
181 + 395 - 78 = ?,498,混合運算
一個長方形有多少組平行線？,2,幾何
一個正方形有多少組平行線？,2,幾何
7厘米9毫米 = 多少毫米？,79,單位轉換
337 - 47 = ?,290,減法
電影從05:41開始，到06:11結束，放映了多少分鐘？,30,時間長短
一個長方形有多少組平行線？,2,幾何
每件文具70元，小華買了5件，付了406元，應找回多少元？,56,四則應用
貼紙每張17元，小美有33元，最多可買幾張？還剩幾元？,1...16,除法
一個電器首期付277元，之後每期付67元，共8期，總售價多少元？,813元,金錢
幾個人合買一份453元的禮物，每人平均要付多少元？還剩多少元？,75...3,四則應用
有96個蘋果，每7個裝一袋，可以裝多少袋？餘下幾個？,13...5,分組
鉛筆每枝21元，買6枝，共要付多少元？,126,乘法
411 + 317 - 325 = ?,403,混合運算
9的6倍是多少？,54,倍數
382 + 467 = ?,849,加法
18和9的最小公倍數是多少？,18,數論
把135個蘋果平均分給2個小朋友，每人得幾個？餘幾個？,67...1,除法
413 + 365 - 93 = ?,685,混合運算
301 + 224 - 280 = ?,245,混合運算
父親今年28歲，兒子今年14歲，多少年前父親的年齡是兒子的3倍？,7,年齡
在 68983 中，數字「9」表示的數值是？,900,位值
48 × 3 = ?,144,乘法
貼紙每張21元，小美有44元，最多可買幾張？還剩幾元？,2...2,除法
在○裡填上 >、< 或 =：2/11 ? 10/11,<,分數比較
一個長方形花圃，長8米，寬3米，圍欄長多少米？,22,周長計算
一個平行四邊形有多少組平行線？,2,幾何
554 - 166 = ?,388,減法
630 - 83 = ?,547,減法
鉛筆每枝41元，買4枝，共要付多少元？,164,乘法
把133個蘋果平均分給2個小朋友，每人得幾個？餘幾個？,66...1,除法
7 × 16 + 258 = ?,370,混合運算
一個正方形有多少組平行線？,2,幾何
17小時51分鐘 = 多少分鐘？,1071,單位轉換
(55 + 93) × 5 = ?,740,混合運算
李叔叔每天做35個零件，7天可以做多少個零件？,245,四則應用
6米5厘米 = 多少厘米？,605,單位轉換
一個長方形花圃，長11米，寬9米，圍欄長多少米？,40,周長計算
172 + 481 - 327 = ?,326,混合運算
幾個人合買一份461元的禮物，每人平均要付多少元？還剩多少元？,115...1,四則應用
(27 + 32) × 4 = ?,236,混合運算
貼紙每張37元，小美有92元，最多可買幾張？還剩幾元？,2...18,除法
19:12 出發，經過15分鐘後到達，到達時間是？,19:27,時間計算
電影從01:26開始，到03:26結束，放映了多少分鐘？,120,時間長短
家中有果93個。媽媽吃了3個後，小文吃了餘下的1/5，現在還剩下多少個果？,72,四則應用
64 - 58 = ?,6,減法
每個盒子可放4件蛋糕，現有37件，最少要用多少個盒子？,10,除法
2米32厘米 = 多少厘米？,232,單位轉換
主食有3種，飲品有4種，各選一種共有多少種搭配？,12,組合
每件文具113元，小華買了7件，付了830元，應找回多少元？,39,四則應用
每個盒子可放6件蛋糕，現有50件，最少要用多少個盒子？,9,除法
389 + 450 - 598 = ?,241,混合運算
61 × 30 = ?,1830,乘法
甲地到乙地180公里，去程用了3小時，回程用了5小時，回程平均速率是多少km/h？,36,速率
5厘米5毫米 = 多少毫米？,55,單位轉換
每件201元，買5件共需付多少元？,1005元,金錢
62 × 59 = ?,3658,乘法
(85 + 21) × 6 = ?,636,混合運算
鉛筆每枝21元，買7枝，共要付多少元？,147,乘法
李叔叔每天做34個零件，5天可以做多少個零件？,170,四則應用
父親今年17歲，兒子今年11歲，多少年前父親的年齡是兒子的2倍？,5,年齡
一個長方形花圃，長6米，寬8米，圍欄長多少米？,28,周長計算
父親今年16歲，兒子今年9歲，多少年前父親的年齡是兒子的2倍？,2,年齡
李叔叔每天做39個零件，6天可以做多少個零件？,234,四則應用
592 - 51 = ?,541,減法
19:43 出發，經過90分鐘後到達，到達時間是？,21:13,時間計算
一個長方形有多少組平行線？,2,幾何
每件89元，買4件，付433元，應找回多少元？,77元,金錢
136 + 466 = ?,602,加法
電影從13:12開始，到13:42結束，放映了多少分鐘？,30,時間長短
電影從12:25開始，到14:40結束，放映了多少分鐘？,135,時間長短
一個長方形花圃，長5米，寬14米，圍欄長多少米？,38,周長計算
甲地到乙地60公里，去程用了5小時，回程用了3小時，回程平均速率是多少km/h？,20,速率
每件文具12元，小華買了6件，付了116元，應找回多少元？,44,四則應用
一個長方形花圃，長12米，寬12米，圍欄長多少米？,48,周長計算
鉛筆每枝5元，買12枝，共要付多少元？,60,乘法
鉛筆每枝41元，買7枝，共要付多少元？,287,乘法
電影從14:41開始，到16:11結束，放映了多少分鐘？,90,時間長短
在○裡填上 >、< 或 =：1/3 ? 2/3,<,分數比較
爸爸今年48歲，3年後爸爸多少歲？,51,四則應用
935 - 865 = ?,70,減法
19:20 出發，經過60分鐘後到達，到達時間是？,20:20,時間計算
一個長方形花圃，長14米，寬15米，圍欄長多少米？,58,周長計算
152 + 192 - 163 = ?,181,混合運算
一個平行四邊形有多少組平行線？,2,幾何
331 - 33 = ?,298,減法
貨倉原有飲料1079支，上午賣出847支，下午運來862支，現在共有多少支？,1094,四則應用
95 + 223 = ?,318,加法
每件81元，買2件，付246元，應找回多少元？,84元,金錢
471 + 55 = ?,526,加法
15:45 出發，經過60分鐘後到達，到達時間是？,16:45,時間計算
每件文具110元，小華買了5件，付了636元，應找回多少元？,86,四則應用
一個正方形有多少組平行線？,2,幾何
45 + 372 = ?,417,加法
甲地到乙地240公里，去程用了4小時，回程用了6小時，回程平均速率是多少km/h？,40,速率
鉛筆每枝25元，買10枝，共要付多少元？,250,乘法
67 + 470 = ?,537,加法
一個電器首期付235元，之後每期付77元，共3期，總售價多少元？,466元,金錢
22 × 7 + 446 = ?,600,混合運算
08:27 出發，經過15分鐘後到達，到達時間是？,08:42,時間計算
李叔叔每天做43個零件，13天可以做多少個零件？,559,四則應用
一個正方形有多少組平行線？,2,幾何
328 - 218 = ?,110,減法
492 - 111 = ?,381,減法
爸爸今年34歲，3年後爸爸多少歲？,37,四則應用
主食有4種，飲品有2種，各選一種共有多少種搭配？,8,組合
7和5的最小公倍數是多少？,35,數論
10:31 出發，經過15分鐘後到達，到達時間是？,10:46,時間計算
56 × 61 = ?,3416,乘法
167 + 276 = ?,443,加法
主食有4種，飲品有5種，各選一種共有多少種搭配？,20,組合
甲地到乙地300公里，去程用了6小時，回程用了3小時，回程平均速率是多少km/h？,100,速率
鉛筆每枝22元，買10枝，共要付多少元？,220,乘法
除數是6，商是14，餘數是3，被除數是多少？,87,除法
30的4倍是多少？,120,倍數
每個盒子可放3件蛋糕，現有16件，最少要用多少個盒子？,6,除法
一個長方形花圃，長16米，寬10米，圍欄長多少米？,52,周長計算
貼紙每張19元，小美有33元，最多可買幾張？還剩幾元？,1...14,除法
貼紙每張39元，小美有60元，最多可買幾張？還剩幾元？,1...21,除法
每件文具68元，小華買了4件，付了345元，應找回多少元？,73,四則應用
17:42 出發，經過20分鐘後到達，到達時間是？,18:02,時間計算
有26個蘋果，每7個裝一袋，可以裝多少袋？餘下幾個？,3...5,分組
5升932毫升 = 多少毫升？,5932,單位轉換
255 + 493 - 136 = ?,612,混合運算
鉛筆每枝3元，買3枝，共要付多少元？,9,乘法
每件68元，買4件，付361元，應找回多少元？,89元,金錢
主食有3種，飲品有5種，各選一種共有多少種搭配？,15,組合
父親今年34歲，兒子今年16歲，多少年前父親的年齡是兒子的4倍？,10,年齡
650 - 79 = ?,571,減法
02:59 出發，經過75分鐘後到達，到達時間是？,04:14,時間計算
29 × 31 = ?,899,乘法
495 + 380 - 99 = ?,776,混合運算
(33 + 98) × 7 = ?,917,混合運算
一個長方形花圃，長6米，寬9米，圍欄長多少米？,30,周長計算
4公里455米 = 多少米？,4455,單位轉換
每件76元，買5件，付467元，應找回多少元？,87元,金錢
(45 + 90) × 2 = ?,270,混合運算
2的4倍是多少？,8,倍數
7小時51分鐘 = 多少分鐘？,471,單位轉換
在○裡填上 >、< 或 =：4/5 ? 1/5,>,分數比較
37 + 227 = ?,264,加法
除數是5，商是15，餘數是4，被除數是多少？,79,除法
415 + 134 - 60 = ?,489,混合運算
有98個蘋果，每8個裝一袋，可以裝多少袋？餘下幾個？,12...2,分組
在○裡填上 >、< 或 =：11/12 ? 1/12,>,分數比較
12 × 53 = ?,636,乘法
甲地到乙地120公里，去程用了3小時，回程用了5小時，回程平均速率是多少km/h？,24,速率
電影從00:34開始，到02:49結束，放映了多少分鐘？,135,時間長短
電影從13:25開始，到14:10結束，放映了多少分鐘？,45,時間長短
有118個蘋果，每10個裝一袋，可以裝多少袋？餘下幾個？,11...8,分組
有42個蘋果，每9個裝一袋，可以裝多少袋？餘下幾個？,4...6,分組
309 + 357 = ?,666,加法
339 + 401 = ?,740,加法
446 + 37 = ?,483,加法
每件179元，買5件共需付多少元？,895元,金錢
在○裡填上 >、< 或 =：3/12 ? 3/12,=,分數比較
有62個蘋果，每3個裝一袋，可以裝多少袋？餘下幾個？,20...2,分組
193 + 189 - 14 = ?,368,混合運算
22的2倍是多少？,44,倍數
在 45589 中，數字「8」表示的數值是？,80,位值
在 54896 中，數字「6」表示的數值是？,6,位值
每件文具50元，小華買了5件，付了294元，應找回多少元？,44,四則應用
主食有5種，飲品有2種，各選一種共有多少種搭配？,10,組合
98 × 79 = ?,7742,乘法
電影從00:50開始，到02:50結束，放映了多少分鐘？,120,時間長短
每件71元，買5件，付386元，應找回多少元？,31元,金錢
15:36 出發，經過30分鐘後到達，到達時間是？,16:06,時間計算
139 + 179 - 110 = ?,208,混合運算
149 - 43 = ?,106,減法
鉛筆每枝34元，買5枝，共要付多少元？,170,乘法
1公斤574克 = 多少克？,1574,單位轉換
19 × 37 + 195 = ?,898,混合運算
132 + 384 = ?,516,加法
18和12的最小公倍數是多少？,36,數論
電影從08:20開始，到10:35結束，放映了多少分鐘？,135,時間長短
5 × 12 = ?,60,乘法
電影從03:42開始，到06:12結束，放映了多少分鐘？,150,時間長短
6厘米9毫米 = 多少毫米？,69,單位轉換
在 74398 中，數字「9」表示的數值是？,90,位值
幾個人合買一份647元的禮物，每人平均要付多少元？還剩多少元？,215...2,四則應用
鉛筆每枝16元，買10枝，共要付多少元？,160,乘法
3厘米9毫米 = 多少毫米？,39,單位轉換
50的8倍是多少？,400,倍數
(34 + 29) × 5 = ?,315,混合運算
每件12元，買3件，付99元，應找回多少元？,63元,金錢
2小時33分鐘 = 多少分鐘？,153,單位轉換
除數是9，商是25，餘數是6，被除數是多少？,231,除法
每個盒子可放7件蛋糕，現有15件，最少要用多少個盒子？,3,除法
4公斤770克 = 多少克？,4770,單位轉換
1升125毫升 = 多少毫升？,1125,單位轉換
每件46元，買6件，付324元，應找回多少元？,48元,金錢
把93個蘋果平均分給2個小朋友，每人得幾個？餘幾個？,46...1,除法
一個梯形有多少組平行線？,1,幾何
有38個蘋果，每5個裝一袋，可以裝多少袋？餘下幾個？,7...3,分組
把195個蘋果平均分給4個小朋友，每人得幾個？餘幾個？,48...3,除法
甲地到乙地180公里，去程用了6小時，回程用了5小時，回程平均速率是多少km/h？,36,速率
在 60281 中，數字「1」表示的數值是？,1,位值
小明有621元，買文具用去149元，媽媽又給他113元，現在有多少元？,585,四則應用
有51個蘋果，每3個裝一袋，可以裝多少袋？,17,分組
35的7倍是多少？,245,倍數
292 - 127 = ?,165,減法
電影從12:14開始，到12:44結束，放映了多少分鐘？,30,時間長短
主食有2種，飲品有5種，各選一種共有多少種搭配？,10,組合
693 - 245 = ?,448,減法
140 + 178 = ?,318,加法
父親今年37歲，兒子今年19歲，多少年前父親的年齡是兒子的3倍？,10,年齡
除數是4，商是10，餘數是1，被除數是多少？,41,除法
小明有736元，買文具用去596元，媽媽又給他141元，現在有多少元？,281,四則應用
50的5倍是多少？,250,倍數
1小時57分鐘 = 多少分鐘？,117,單位轉換
在○裡填上 >、< 或 =：4/10 ? 4/10,=,分數比較
(20 + 42) × 3 = ?,186,混合運算
一個長方形花圃，長10米，寬9米，圍欄長多少米？,38,周長計算
每件93元，買6件，付602元，應找回多少元？,44元,金錢
主食有5種，飲品有4種，各選一種共有多少種搭配？,20,組合
49的11倍是多少？,539,倍數
在 79579 中，數字「5」表示的數值是？,500,位值
一個長方形花圃，長15米，寬12米，圍欄長多少米？,54,周長計算
幾個人合買一份788元的禮物，每人平均要付多少元？還剩多少元？,131...2,四則應用
電影從00:59開始，到01:44結束，放映了多少分鐘？,45,時間長短
14:14 出發，經過90分鐘後到達，到達時間是？,15:44,時間計算
05:59 出發，經過120分鐘後到達，到達時間是？,07:59,時間計算
每件93元，買6件，付601元，應找回多少元？,43元,金錢
15和10的最小公倍數是多少？,30,數論
每件192元，買8件共需付多少元？,1536元,金錢
李叔叔每天做24個零件，9天可以做多少個零件？,216,四則應用
13和11的最小公倍數是多少？,143,數論
在○裡填上 >、< 或 =：8/9 ? 7/9,>,分數比較
有69個蘋果，每3個裝一袋，可以裝多少袋？,23,分組
156 + 346 = ?,502,加法
主食有3種，飲品有5種，各選一種共有多少種搭配？,15,組合
10公斤496克 = 多少克？,10496,單位轉換
有42個蘋果，每10個裝一袋，可以裝多少袋？餘下幾個？,4...2,分組
4 × 8 = ?,32,乘法
鉛筆每枝26元，買4枝，共要付多少元？,104,乘法
主食有5種，飲品有4種，各選一種共有多少種搭配？,20,組合
家中有果38個。媽媽吃了2個後，小文吃了餘下的1/6，現在還剩下多少個果？,30,四則應用
幾個人合買一份800元的禮物，每人平均要付多少元？,400,四則應用
34 × 41 + 73 = ?,1467,混合運算
15公里923米 = 多少米？,15923,單位轉換
主食有3種，飲品有2種，各選一種共有多少種搭配？,6,組合
208 + 471 - 273 = ?,406,混合運算
66 + 289 = ?,355,加法
每件162元，買5件共需付多少元？,810元,金錢
一個長方形花圃，長15米，寬5米，圍欄長多少米？,40,周長計算
每個盒子可放4件蛋糕，現有10件，最少要用多少個盒子？,3,除法
幾個人合買一份416元的禮物，每人平均要付多少元？還剩多少元？,83...1,四則應用
16小時47分鐘 = 多少分鐘？,1007,單位轉換
68 × 39 = ?,2652,乘法
922 - 871 = ?,51,減法
家中有果42個。媽媽吃了2個後，小文吃了餘下的4/5，現在還剩下多少個果？,8,四則應用
261 + 298 - 165 = ?,394,混合運算
一個長方形花圃，長13米，寬4米，圍欄長多少米？,34,周長計算
227 + 466 = ?,693,加法
有132個蘋果，每9個裝一袋，可以裝多少袋？餘下幾個？,14...6,分組
有107個蘋果，每7個裝一袋，可以裝多少袋？餘下幾個？,15...2,分組
除數是4，商是10，餘數是1，被除數是多少？,41,除法
把104個蘋果平均分給5個小朋友，每人得幾個？餘幾個？,20...4,除法
爸爸今年35歲，6年後爸爸多少歲？,41,四則應用
37的7倍是多少？,259,倍數
7公斤527克 = 多少克？,7527,單位轉換
把152個蘋果平均分給4個小朋友，每人得幾個？,38,除法
父親今年21歲，兒子今年11歲，多少年前父親的年齡是兒子的2倍？,1,年齡
甲地到乙地300公里，去程用了6小時，回程用了4小時，回程平均速率是多少km/h？,75,速率
每件20元，買3件，付80元，應找回多少元？,20元,金錢
每件32元，買5件，付255元，應找回多少元？,95元,金錢
每件44元，買6件，付305元，應找回多少元？,41元,金錢
72 - 71 = ?,1,減法
電影從03:29開始，到04:59結束，放映了多少分鐘？,90,時間長短
44的8倍是多少？,352,倍數
31 × 81 = ?,2511,乘法
一個電器首期付168元，之後每期付34元，共6期，總售價多少元？,372元,金錢
23 × 22 + 245 = ?,751,混合運算
鉛筆每枝48元，買7枝，共要付多少元？,336,乘法
每件文具143元，小華買了5件，付了810元，應找回多少元？,95,四則應用
每件92元，買2件共需付多少元？,184元,金錢
每個盒子可放5件蛋糕，現有34件，最少要用多少個盒子？,7,除法
李叔叔每天做5個零件，13天可以做多少個零件？,65,四則應用
一個長方形花圃，長9米，寬8米，圍欄長多少米？,34,周長計算
4米15厘米 = 多少厘米？,415,單位轉換
27 × 22 + 260 = ?,854,混合運算
電影從13:37開始，到14:07結束，放映了多少分鐘？,30,時間長短
248 + 480 - 248 = ?,480,混合運算
22:52 出發，經過30分鐘後到達，到達時間是？,23:22,時間計算
小明有328元，買文具用去104元，媽媽又給他173元，現在有多少元？,397,四則應用
把149個蘋果平均分給3個小朋友，每人得幾個？餘幾個？,49...2,除法
在○裡填上 >、< 或 =：1/5 ? 1/5,=,分數比較
小明有336元，買文具用去167元，媽媽又給他101元，現在有多少元？,270,四則應用
貼紙每張33元，小美有60元，最多可買幾張？還剩幾元？,1...27,除法
一個長方形花圃，長15米，寬6米，圍欄長多少米？,42,周長計算
446 - 108 = ?,338,減法
(49 + 59) × 5 = ?,540,混合運算
63 × 30 = ?,1890,乘法
8厘米3毫米 = 多少毫米？,83,單位轉換
14:14 出發，經過20分鐘後到達，到達時間是？,14:34,時間計算
61 × 30 = ?,1830,乘法
電影從13:54開始，到14:09結束，放映了多少分鐘？,15,時間長短
04:51 出發，經過20分鐘後到達，到達時間是？,05:11,時間計算
每件28元，買7件共需付多少元？,196元,金錢
32 × 94 = ?,3008,乘法
一個梯形有多少組平行線？,1,幾何
有98個蘋果，每7個裝一袋，可以裝多少袋？,14,分組
48 × 2 = ?,96,乘法
16和17的最小公倍數是多少？,272,數論
除數是6，商是19，餘數是4，被除數是多少？,118,除法
在 41038 中，數字「0」表示的數值是？,0,位值
每件260元，買4件共需付多少元？,1040元,金錢
在○裡填上 >、< 或 =：7/10 ? 8/10,<,分數比較
每件216元，買6件共需付多少元？,1296元,金錢
36的12倍是多少？,432,倍數
父親今年24歲，兒子今年17歲，多少年前父親的年齡是兒子的2倍？,10,年齡
在 6820 中，數字「8」表示的數值是？,800,位值
一個長方形花圃，長19米，寬15米，圍欄長多少米？,68,周長計算
04:34 出發，經過120分鐘後到達，到達時間是？,06:34,時間計算
499 - 69 = ?,430,減法
李叔叔每天做6個零件，10天可以做多少個零件？,60,四則應用
24 × 73 = ?,1752,乘法
3厘米1毫米 = 多少毫米？,31,單位轉換
在 71791 中，數字「9」表示的數值是？,90,位值
每件134元，買4件共需付多少元？,536元,金錢
271 + 356 = ?,627,加法
每件213元，買2件共需付多少元？,426元,金錢
17和20的最小公倍數是多少？,340,數論
父親今年27歲，兒子今年9歲，多少年前父親的年齡是兒子的4倍？,3,年齡
一個長方形花圃，長11米，寬13米，圍欄長多少米？,48,周長計算
404 + 401 = ?,805,加法
38 × 28 + 375 = ?,1439,混合運算
9公里714米 = 多少米？,9714,單位轉換
鉛筆每枝19元，買6枝，共要付多少元？,114,乘法
在○裡填上 >、< 或 =：3/6 ? 1/6,>,分數比較
10厘米3毫米 = 多少毫米？,103,單位轉換
13:37 出發，經過15分鐘後到達，到達時間是？,13:52,時間計算
除數是5，商是26，餘數是1，被除數是多少？,131,除法
一個長方形花圃，長11米，寬3米，圍欄長多少米？,28,周長計算
除數是6，商是26，餘數是1，被除數是多少？,157,除法
在 36429 中，數字「2」表示的數值是？,20,位值
一個長方形花圃，長17米，寬3米，圍欄長多少米？,40,周長計算
9公里961米 = 多少米？,9961,單位轉換
父親今年37歲，兒子今年16歲，多少年前父親的年齡是兒子的4倍？,9,年齡
爸爸今年45歲，2年後爸爸多少歲？,47,四則應用
貼紙每張15元，小美有17元，最多可買幾張？還剩幾元？,1...2,除法
47的5倍是多少？,235,倍數
(27 + 65) × 9 = ?,828,混合運算
每個盒子可放3件蛋糕，現有21件，最少要用多少個盒子？,7,除法
除數是5，商是24，餘數是1，被除數是多少？,121,除法
861 - 129 = ?,732,減法
6公里994米 = 多少米？,6994,單位轉換
父親今年28歲，兒子今年10歲，多少年前父親的年齡是兒子的3倍？,1,年齡
03:18 出發，經過20分鐘後到達，到達時間是？,03:38,時間計算
一個平行四邊形有多少組平行線？,2,幾何
8 × 4 + 492 = ?,524,混合運算
71 × 23 = ?,1633,乘法
299 + 208 - 257 = ?,250,混合運算
一個長方形花圃，長20米，寬7米，圍欄長多少米？,54,周長計算
21:34 出發，經過45分鐘後到達，到達時間是？,22:19,時間計算
幾個人合買一份674元的禮物，每人平均要付多少元？還剩多少元？,112...2,四則應用
電影從06:34開始，到07:04結束，放映了多少分鐘？,30,時間長短
7和11的最小公倍數是多少？,77,數論
家中有果51個。媽媽吃了6個後，小文吃了餘下的1/5，現在還剩下多少個果？,36,四則應用
7 × 49 + 149 = ?,492,混合運算
一個長方形有多少組平行線？,2,幾何
幾個人合買一份614元的禮物，每人平均要付多少元？還剩多少元？,102...2,四則應用
父親今年19歲，兒子今年7歲，多少年前父親的年齡是兒子的3倍？,1,年齡
37 × 76 = ?,2812,乘法
237 - 160 = ?,77,減法
把99個蘋果平均分給8個小朋友，每人得幾個？餘幾個？,12...3,除法
4小時5分鐘 = 多少分鐘？,245,單位轉換
主食有4種，飲品有3種，各選一種共有多少種搭配？,12,組合
983 - 954 = ?,29,減法
每件文具87元，小華買了5件，付了502元，應找回多少元？,67,四則應用
313 + 189 - 227 = ?,275,混合運算
(54 + 59) × 3 = ?,339,混合運算
18公里869米 = 多少米？,18869,單位轉換
一個長方形花圃，長7米，寬7米，圍欄長多少米？,28,周長計算
12 × 29 + 273 = ?,621,混合運算
幾個人合買一份770元的禮物，每人平均要付多少元？還剩多少元？,128...2,四則應用
21:14 出發，經過45分鐘後到達，到達時間是？,21:59,時間計算
4和18的最小公倍數是多少？,36,數論
一個梯形有多少組平行線？,1,幾何
李叔叔每天做28個零件，13天可以做多少個零件？,364,四則應用
有64個蘋果，每4個裝一袋，可以裝多少袋？,16,分組
441 + 120 - 20 = ?,541,混合運算
一個電器首期付257元，之後每期付48元，共10期，總售價多少元？,737元,金錢
把142個蘋果平均分給8個小朋友，每人得幾個？餘幾個？,17...6,除法
有131個蘋果，每9個裝一袋，可以裝多少袋？餘下幾個？,14...5,分組
鉛筆每枝4元，買5枝，共要付多少元？,20,乘法
鉛筆每枝26元，買2枝，共要付多少元？,52,乘法
2升376毫升 = 多少毫升？,2376,單位轉換
461 - 118 = ?,343,減法
電影從13:58開始，到14:43結束，放映了多少分鐘？,45,時間長短
在○裡填上 >、< 或 =：4/6 ? 5/6,<,分數比較
李叔叔每天做47個零件，4天可以做多少個零件？,188,四則應用
(44 + 35) × 4 = ?,316,混合運算
貨倉原有飲料1867支，上午賣出1051支，下午運來214支，現在共有多少支？,1030,四則應用
貼紙每張13元，小美有45元，最多可買幾張？還剩幾元？,3...6,除法
李叔叔每天做44個零件，12天可以做多少個零件？,528,四則應用
57 × 32 = ?,1824,乘法
每件26元，買4件，付117元，應找回多少元？,13元,金錢
除數是6，商是19，餘數是2，被除數是多少？,116,除法
一個長方形花圃，長20米，寬9米，圍欄長多少米？,58,周長計算
41 × 23 + 254 = ?,1197,混合運算
主食有3種，飲品有5種，各選一種共有多少種搭配？,15,組合
(100 + 96) × 6 = ?,1176,混合運算
鉛筆每枝19元，買11枝，共要付多少元？,209,乘法
15小時29分鐘 = 多少分鐘？,929,單位轉換
56 × 60 = ?,3360,乘法
電影從17:42開始，到19:12結束，放映了多少分鐘？,90,時間長短
一個長方形花圃，長16米，寬5米，圍欄長多少米？,42,周長計算
44 + 198 = ?,242,加法
鉛筆每枝17元，買7枝，共要付多少元？,119,乘法
家中有果69個。媽媽吃了3個後，小文吃了餘下的1/2，現在還剩下多少個果？,33,四則應用
貼紙每張38元，小美有65元，最多可買幾張？還剩幾元？,1...27,除法
有36個蘋果，每7個裝一袋，可以裝多少袋？餘下幾個？,5...1,分組
貨倉原有飲料1509支，上午賣出326支，下午運來667支，現在共有多少支？,1850,四則應用
78 × 53 = ?,4134,乘法
鉛筆每枝9元，買12枝，共要付多少元？,108,乘法
在 61748 中，數字「8」表示的數值是？,8,位值
7 × 26 = ?,182,乘法
幾個人合買一份606元的禮物，每人平均要付多少元？,101,四則應用
有150個蘋果，每5個裝一袋，可以裝多少袋？,30,分組
每件296元，買3件共需付多少元？,888元,金錢
(38 + 47) × 5 = ?,425,混合運算
電影從14:51開始，到17:06結束，放映了多少分鐘？,135,時間長短
一個長方形有多少組平行線？,2,幾何
218 + 170 - 225 = ?,163,混合運算
在 50051 中，數字「5」表示的數值是？,50,位值
(33 + 66) × 8 = ?,792,混合運算
把99個蘋果平均分給4個小朋友，每人得幾個？餘幾個？,24...3,除法
父親今年16歲，兒子今年7歲，多少年前父親的年齡是兒子的4倍？,4,年齡
有39個蘋果，每10個裝一袋，可以裝多少袋？餘下幾個？,3...9,分組
鉛筆每枝17元，買12枝，共要付多少元？,204,乘法
除數是4，商是29，餘數是3，被除數是多少？,119,除法
甲地到乙地60公里，去程用了4小時，回程用了3小時，回程平均速率是多少km/h？,20,速率
一個電器首期付292元，之後每期付61元，共8期，總售價多少元？,780元,金錢
21:25 出發，經過75分鐘後到達，到達時間是？,22:40,時間計算
35 × 8 + 262 = ?,542,混合運算
6小時38分鐘 = 多少分鐘？,398,單位轉換
4米22厘米 = 多少厘米？,422,單位轉換
18和15的最小公倍數是多少？,90,數論
677 - 413 = ?,264,減法
李叔叔每天做19個零件，4天可以做多少個零件？,76,四則應用
2米90厘米 = 多少厘米？,290,單位轉換
416 - 233 = ?,183,減法
一個電器首期付275元，之後每期付44元，共7期，總售價多少元？,583元,金錢
有58個蘋果，每9個裝一袋，可以裝多少袋？餘下幾個？,6...4,分組
一個長方形有多少組平行線？,2,幾何
一個長方形花圃，長16米，寬9米，圍欄長多少米？,50,周長計算
在 54566 中，數字「6」表示的數值是？,6,位值
有31個蘋果，每10個裝一袋，可以裝多少袋？餘下幾個？,3...1,分組
一個長方形花圃，長17米，寬14米，圍欄長多少米？,62,周長計算
每件文具92元，小華買了8件，付了821元，應找回多少元？,85,四則應用
小明有672元，買文具用去518元，媽媽又給他292元，現在有多少元？,446,四則應用
12:10 出發，經過15分鐘後到達，到達時間是？,12:25,時間計算
17:48 出發，經過60分鐘後到達，到達時間是？,18:48,時間計算
小明有309元，買文具用去105元，媽媽又給他189元，現在有多少元？,393,四則應用
有90個蘋果，每6個裝一袋，可以裝多少袋？,15,分組
36 × 22 = ?,792,乘法
21 × 50 + 183 = ?,1233,混合運算
小明有434元，買文具用去103元，媽媽又給他226元，現在有多少元？,557,四則應用
把194個蘋果平均分給9個小朋友，每人得幾個？餘幾個？,21...5,除法
家中有果31個。媽媽吃了7個後，小文吃了餘下的5/6，現在還剩下多少個果？,4,四則應用
50 × 16 + 486 = ?,1286,混合運算
9和9的最小公倍數是多少？,9,數論
電影從05:33開始，到06:18結束，放映了多少分鐘？,45,時間長短
8和6的最小公倍數是多少？,24,數論
父親今年19歲，兒子今年11歲，多少年前父親的年齡是兒子的5倍？,9,年齡
在 33117 中，數字「1」表示的數值是？,10,位值
一個長方形花圃，長20米，寬3米，圍欄長多少米？,46,周長計算
9和8的最小公倍數是多少？,72,數論
電影從14:41開始，到15:11結束，放映了多少分鐘？,30,時間長短
李叔叔每天做26個零件，15天可以做多少個零件？,390,四則應用
鉛筆每枝10元，買10枝，共要付多少元？,100,乘法
小明有708元，買文具用去569元，媽媽又給他297元，現在有多少元？,436,四則應用
36的10倍是多少？,360,倍數
貼紙每張14元，小美有73元，最多可買幾張？還剩幾元？,5...3,除法
3升460毫升 = 多少毫升？,3460,單位轉換
把143個蘋果平均分給3個小朋友，每人得幾個？餘幾個？,47...2,除法
