Question,Answer,Type
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
面向東方，左轉2個直角，現在面向哪一方？ (A.C B.西方 C.A D.B),B,方向(選擇)
48的因數有哪些？,"1,2,3,4,6,8,12,16,24,48",因數
一個梯形有多少組平行線？,1,幾何
貨倉原有飲料1553支，上午賣出680支，下午運來946支，現在共有多少支？,1819,四則運算
1969 ÷ 50 = ?,39...19,除法
135 + 298 = ?,433,加法
小明有354元，買文具用去201元，媽媽又給他219元，現在有多少元？,372,四則運算
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
12厘米6毫米 = ? 毫米,126,單位轉換
家中有果87個。媽媽吃了7個後，小文吃了餘下的1/2，現在還剩下多少個果？,40,四則運算
貨倉原有飲料856支，上午賣出365支，下午運來424支，現在共有多少支？,915,四則運算
6016 ÷ 94 = ?,64,除法
貨倉原有飲料1338支，上午賣出445支，下午運來803支，現在共有多少支？,1696,四則運算
482 + 132 = ?,614,加法
7的14倍是多少？,98,乘法
家中有果87個。媽媽吃了3個後，小文吃了餘下的1/2，現在還剩下多少個果？,42,四則運算
10:37 出發，經過90分鐘後到達，到達時間是？,12:07,時間計算
貨倉原有飲料881支，上午賣出731支，下午運來716支，現在共有多少支？,866,四則運算
152 + 10 = ?,162,加法
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
17公斤12克 = ? 克,17012,單位轉換
貨倉原有飲料1781支，上午賣出362支，下午運來959支，現在共有多少支？,2378,四則運算
"按 甲,乙,丙,丁 次序輪流進行，第97次是什麼？ (A.北方 B.甲 C.丁 D.己)",B,週期(選擇)
391 ÷ 10 = ?,39...1,除法
42 × 58 = ?,2436,乘法
18米3厘米 = ? 厘米,1803,單位轉換
24的因數有哪些？,"1,2,3,4,6,8,12,24",因數
家中有果98個。媽媽吃了5個後，小文吃了餘下的1/3，現在還剩下多少個果？,62,四則運算
9升508毫升 = ? 毫升,9508,單位轉換
756 - 475 = ?,281,減法
234 - 134 = ?,100,減法
面向南方，右轉1個直角，現在面向哪一方？ (A.C B.西方 C.B D.A),B,方向(選擇)
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
58的38倍是多少？,2204,乘法
在○裡填上 + 或 - 或 =：3/4 ? 3/4 (A.: B.√ C.× D.=),D,分數(選擇)
1200 ÷ 31 = ?,38...22,除法
在○裡填上 + 或 - 或 =：1/9 ? 1/9 (A.: B.= C.> D.√),B,分數(選擇)
家中有果40個。媽媽吃了4個後，小文吃了餘下的2/4，現在還剩下多少個果？,18,四則運算
貨倉原有飲料1765支，上午賣出1487支，下午運來949支，現在共有多少支？,1227,四則運算
現時香港流通紙幣有幾種？ (A.16 B.1 C.20 D.6),D,常識(選擇)
"按 東,南,西,北 次序輪流進行，第56次是什麼？ (A.北 B.戊 C.北方 D.丁)",A,週期(選擇)
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
60的7倍是多少？,420,乘法
24的因數有哪些？,"1,2,3,4,6,8,12,24",因數
132 - 63 = ?,69,減法
456 + 229 = ?,685,加法
家中有果76個。媽媽吃了6個後，小文吃了餘下的3/5，現在還剩下多少個果？,28,四則運算
30 × 37 = ?,1110,乘法
452 + 462 = ?,914,加法
18厘米2毫米 = ? 毫米,182,單位轉換
07:41 出發，經過20分鐘後到達，到達時間是？,08:01,時間計算
67的74倍是多少？,4958,乘法
13:30 出發，經過30分鐘後到達，到達時間是？,14:00,時間計算
3 × 13 = ?,39,乘法
272 - 115 = ?,157,減法
16:00 出發，經過20分鐘後到達，到達時間是？,16:20,時間計算
08:22 出發，經過20分鐘後到達，到達時間是？,08:42,時間計算
17:40 出發，經過60分鐘後到達，到達時間是？,18:40,時間計算
貨倉原有飲料1409支，上午賣出1025支，下午運來738支，現在共有多少支？,1122,四則運算
在 87082 中，數字「0」表示的數值是？,0,位值
10和12的最小公倍數是？,60,數論
19公斤950克 = ? 克,19950,單位轉換
13升351毫升 = ? 毫升,13351,單位轉換
"按 東,南,西,北 次序輪流進行，第52次是什麼？ (A.北 B.南方 C.東方 D.丙)",A,週期(選擇)
一個梯形有多少組平行線？,1,幾何
58的89倍是多少？,5162,乘法
面向北方，左轉1個直角，現在面向哪一方？ (A.C B.B C.A D.西方),D,方向(選擇)
191 ÷ 18 = ?,10...11,除法
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
12升610毫升 = ? 毫升,12610,單位轉換
15:52 出發，經過15分鐘後到達，到達時間是？,16:07,時間計算
375 - 119 = ?,256,減法
96 × 50 = ?,4800,乘法
"按 東,南,西,北 次序輪流進行，第55次是什麼？ (A.西 B.乙 C.北方 D.南方)",A,週期(選擇)
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
86的91倍是多少？,7826,乘法
小明有400元，買文具用去132元，媽媽又給他195元，現在有多少元？,463,四則運算
家中有果57個。媽媽吃了5個後，小文吃了餘下的1/2，現在還剩下多少個果？,26,四則運算
2714 ÷ 46 = ?,59,除法
37的11倍是多少？,407,倍數
在 68949 中，數字「8」表示的數值是？,8000,位值
一個長方形有多少組平行線？,2,幾何
貨倉原有飲料1650支，上午賣出678支，下午運來366支，現在共有多少支？,1338,四則運算
每件262元，買4件共需付多少元？,1048元,金錢
小明有724元，買文具用去134元，媽媽又給他131元，現在有多少元？,721,四則運算
"按 東,南,西,北 次序輪流進行，第43次是什麼？ (A.乙 B.丁 C.己 D.西)",D,週期(選擇)
394 + 47 = ?,441,加法
47的39倍是多少？,1833,乘法
598 - 274 = ?,324,減法
家中有果52個。媽媽吃了7個後，小文吃了餘下的3/5，現在還剩下多少個果？,18,四則運算
362 + 446 = ?,808,加法
112 ÷ 48 = ?,2...16,除法
家中有果76個。媽媽吃了6個後，小文吃了餘下的3/5，現在還剩下多少個果？,28,四則運算
17米82厘米 = ? 厘米,1782,單位轉換
25的18倍是多少？,450,乘法
01:02 出發，經過45分鐘後到達，到達時間是？,01:47,時間計算
每件82元，買1件共需付多少元？,82元,金錢
貨倉原有飲料964支，上午賣出538支，下午運來906支，現在共有多少支？,1332,四則運算
家中有果64個。媽媽吃了6個後，小文吃了餘下的1/2，現在還剩下多少個果？,29,四則運算
22:11 出發，經過15分鐘後到達，到達時間是？,22:26,時間計算
13:11 出發，經過60分鐘後到達，到達時間是？,14:11,時間計算
在○裡填上 + 或 - 或 =：1/4 ? 1/4 (A.> B.: C.= D.<),C,分數(選擇)
在 86413 中，數字「8」表示的數值是？,80000,位值
列出60的所有因數。,"1,2,3,4,5,6,10,12,15,20,30,60",數論
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
196 - 99 = ?,97,減法
貨倉原有飲料771支，上午賣出239支，下午運來257支，現在共有多少支？,789,四則運算
400 + 42 = ?,442,加法
"按 甲,乙,丙,丁 次序輪流進行，第72次是什麼？ (A.己 B.乙 C.丁 D.戊)",C,週期(選擇)
120 ÷ 60 = ?,2,除法
1577 ÷ 19 = ?,83,除法
14:44 出發，經過45分鐘後到達，到達時間是？,15:29,時間計算
每件192元，買7件共需付多少元？,1344元,金錢
26 + 188 = ?,214,加法
"按 甲,乙,丙,丁 次序輪流進行，第39次是什麼？ (A.戊 B.丁 C.北方 D.丙)",D,週期(選擇)
父親今年35歲，兒子今年15歲，在多少年前父親年齡是兒子的3倍？,5,年齡
48的因數有哪些？,"1,2,3,4,6,8,12,16,24,48",因數
15和17的最小公倍數是？,255,數論
344 + 457 = ?,801,加法
小明有313元，買文具用去208元，媽媽又給他137元，現在有多少元？,242,四則運算
289 ÷ 13 = ?,22...3,除法
父親今年18歲，兒子今年6歲，在多少年前父親年齡是兒子的4倍？,2,年齡
1530 ÷ 45 = ?,34,除法
80 × 32 = ?,2560,乘法
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
982 - 957 = ?,25,減法
99 + 292 = ?,391,加法
列出48的所有因數。,"1,2,3,4,6,8,12,16,24,48",數論
71 × 54 = ?,3834,乘法
23 + 455 = ?,478,加法
6和2的最小公倍數是？,6,數論
01:37 出發，經過30分鐘後到達，到達時間是？,02:07,時間計算
現時香港流通紙幣有幾種？ (A.5 B.6 C.17 D.10),B,常識(選擇)
在○裡填上 + 或 - 或 =：1/9 ? 2/9 (A.× B.< C.> D.=),B,分數(選擇)
每件123元，買4件共需付多少元？,492元,金錢
24的因數有哪些？,"1,2,3,4,6,8,12,24",因數
411 + 438 = ?,849,加法
780 - 633 = ?,147,減法
1894 ÷ 38 = ?,49...32,除法
貨倉原有飲料961支，上午賣出235支，下午運來671支，現在共有多少支？,1397,四則運算
小明有670元，買文具用去482元，媽媽又給他167元，現在有多少元？,355,四則運算
在 46118 中，數字「4」表示的數值是？,40000,位值
在 82187 中，數字「2」表示的數值是？,2000,位值
55的63倍是多少？,3465,乘法
3升207毫升 = ? 毫升,3207,單位轉換
一個平行四邊形有多少組平行線？,2,幾何
775 ÷ 15 = ?,51...10,除法
小明有412元，買文具用去277元，媽媽又給他287元，現在有多少元？,422,四則運算
203 + 165 = ?,368,加法
321 + 123 = ?,444,加法
在○裡填上 + 或 - 或 =：1/6 ? 5/6 (A.× B.= C.> D.<),D,分數(選擇)
162 + 133 = ?,295,加法
19米25厘米 = ? 厘米,1925,單位轉換
10厘米7毫米 = ? 毫米,107,單位轉換
88 × 79 = ?,6952,乘法
貨倉原有飲料1542支，上午賣出751支，下午運來551支，現在共有多少支？,1342,四則運算
家中有果99個。媽媽吃了3個後，小文吃了餘下的1/2，現在還剩下多少個果？,48,四則運算
每件268元，買4件共需付多少元？,1072元,金錢
458 + 482 = ?,940,加法
62 + 465 = ?,527,加法
在 21356 中，數字「2」表示的數值是？,20000,位值
在○裡填上 + 或 - 或 =：1/4 ? 3/4 (A.= B.> C.< D.×),C,分數(選擇)
335 - 130 = ?,205,減法
24的因數有哪些？,"1,2,3,4,6,8,12,24",因數
在○裡填上 + 或 - 或 =：3/8 ? 2/8 (A.× B.: C.√ D.>),D,分數(選擇)
17升789毫升 = ? 毫升,17789,單位轉換
在 95780 中，數字「7」表示的數值是？,700,位值
在 93707 中，數字「7」表示的數值是？,700,位值
17厘米8毫米 = ? 毫米,178,單位轉換
"按 甲,乙,丙,丁 次序輪流進行，第97次是什麼？ (A.甲 B.南方 C.戊 D.乙)",A,週期(選擇)
2米49厘米 = ? 厘米,249,單位轉換
45 × 66 = ?,2970,乘法
貨倉原有飲料869支，上午賣出569支，下午運來551支，現在共有多少支？,851,四則運算
177 + 384 = ?,561,加法
60的68倍是多少？,4080,乘法
在 2493 中，數字「9」表示的數值是？,90,位值
48的因數有哪些？,"1,2,3,4,6,8,12,16,24,48",因數
428 - 148 = ?,280,減法
在○裡填上 + 或 - 或 =：2/4 ? 1/4 (A.× B.√ C.> D.:),C,分數(選擇)
04:52 出發，經過45分鐘後到達，到達時間是？,05:37,時間計算
352 ÷ 6 = ?,58...4,除法
1012 ÷ 27 = ?,37...13,除法
80 ÷ 44 = ?,1...36,除法
61 × 13 = ?,793,乘法
在○裡填上 + 或 - 或 =：3/9 ? 1/9 (A.× B.> C.√ D.:),B,分數(選擇)
20和13的最小公倍數是？,260,數論
35公里125米 = ? 米,35125,單位轉換
334 + 448 = ?,782,加法
家中有果80個。媽媽吃了5個後，小文吃了餘下的2/3，現在還剩下多少個果？,25,四則運算
14:10 出發，經過90分鐘後到達，到達時間是？,15:40,時間計算
330 + 422 = ?,752,加法
小明有730元，買文具用去55元，媽媽又給他183元，現在有多少元？,858,四則運算
10和7的最小公倍數是？,70,數論
9升450毫升 = ? 毫升,9450,單位轉換
父親今年19歲，兒子今年9歲，在多少年前父親年齡是兒子的3倍？,4,年齡
每件120元，買5件共需付多少元？,600元,金錢
在○裡填上 + 或 - 或 =：1/5 ? 2/5 (A.: B.√ C.= D.<),D,分數(選擇)
326 - 53 = ?,273,減法
家中有果36個。媽媽吃了6個後，小文吃了餘下的1/6，現在還剩下多少個果？,25,四則運算
15厘米1毫米 = ? 毫米,151,單位轉換
"按 甲,乙,丙,丁 次序輪流進行，第75次是什麼？ (A.甲 B.北方 C.丙 D.東方)",C,週期(選擇)
18米22厘米 = ? 厘米,1822,單位轉換
61的24倍是多少？,1464,乘法
家中有果62個。媽媽吃了8個後，小文吃了餘下的1/6，現在還剩下多少個果？,45,四則運算
4 × 86 = ?,344,乘法
850 - 123 = ?,727,減法
在 91962 中，數字「9」表示的數值是？,90000,位值
23的89倍是多少？,2047,乘法
24 × 94 = ?,2256,乘法
98的47倍是多少？,4606,乘法
406 - 142 = ?,264,減法
小明有387元，買文具用去147元，媽媽又給他253元，現在有多少元？,493,四則運算
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
在○裡填上 + 或 - 或 =：3/4 ? 2/4 (A.< B.> C.√ D.×),B,分數(選擇)
46 + 409 = ?,455,加法
156 ÷ 39 = ?,4,除法
884 - 827 = ?,57,減法
在○裡填上 + 或 - 或 =：2/5 ? 3/5 (A.: B.× C.< D.>),C,分數(選擇)
106 - 98 = ?,8,減法
02:39 出發，經過15分鐘後到達，到達時間是？,02:54,時間計算
54 × 58 = ?,3132,乘法
330 + 447 = ?,777,加法
貨倉原有飲料726支，上午賣出550支，下午運來363支，現在共有多少支？,539,四則運算
"按 紅,黃,藍,綠 次序輪流進行，第89次是什麼？ (A.紅 B.B C.C D.A)",A,週期(選擇)
在 60845 中，數字「8」表示的數值是？,800,位值
6米65厘米 = ? 厘米,665,單位轉換
貨倉原有飲料1091支，上午賣出157支，下午運來211支，現在共有多少支？,1145,四則運算
家中有果54個。媽媽吃了4個後，小文吃了餘下的1/5，現在還剩下多少個果？,40,四則運算
在○裡填上 + 或 - 或 =：7/9 ? 4/9 (A.× B.< C.√ D.>),D,分數(選擇)
20 × 4 = ?,80,乘法
18:26 出發，經過75分鐘後到達，到達時間是？,19:41,時間計算
列出12的所有因數。,"1,2,3,4,6,12",數論
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
421 + 410 = ?,831,加法
父親今年22歲，兒子今年10歲，在多少年前父親年齡是兒子的5倍？,7,年齡
06:15 出發，經過20分鐘後到達，到達時間是？,06:35,時間計算
87的19倍是多少？,1653,乘法
12米52厘米 = ? 厘米,1252,單位轉換
在○裡填上 + 或 - 或 =：6/9 ? 1/9 (A.> B.< C.: D.√),A,分數(選擇)
"按 紅,黃,藍,綠 次序輪流進行，第97次是什麼？ (A.紅 B.A C.B D.C)",A,週期(選擇)
767 ÷ 41 = ?,18...29,除法
88 + 441 = ?,529,加法
15升999毫升 = ? 毫升,15999,單位轉換
一個長方形有多少組平行線？,2,幾何
45的2倍是多少？,90,倍數
468 - 124 = ?,344,減法
53 × 59 = ?,3127,乘法
13公里675米 = ? 米,13675,單位轉換
928 ÷ 14 = ?,66...4,除法
340 + 123 = ?,463,加法
2840 ÷ 40 = ?,71,除法
601 ÷ 31 = ?,19...12,除法
"按 甲,乙,丙,丁 次序輪流進行，第63次是什麼？ (A.丙 B.西方 C.北方 D.戊)",A,週期(選擇)
12的7倍是多少？,84,乘法
6 × 62 = ?,372,乘法
437 - 75 = ?,362,減法
18:57 出發，經過20分鐘後到達，到達時間是？,19:17,時間計算
15168 ÷ 96 = ?,158,除法
家中有果46個。媽媽吃了4個後，小文吃了餘下的1/2，現在還剩下多少個果？,21,四則運算
在○裡填上 + 或 - 或 =：2/3 ? 1/3 (A.√ B.: C.= D.>),D,分數(選擇)
32小時52分 = ? 分,1972,單位轉換
380 + 196 = ?,576,加法
1652 ÷ 28 = ?,59,除法
貨倉原有飲料751支，上午賣出585支，下午運來658支，現在共有多少支？,824,四則運算
每件245元，買3件共需付多少元？,735元,金錢
360 - 263 = ?,97,減法
7303 ÷ 67 = ?,109,除法
16厘米3毫米 = ? 毫米,163,單位轉換
父親今年14歲，兒子今年8歲，在多少年前父親年齡是兒子的4倍？,6,年齡
48小時45分 = ? 分,2925,單位轉換
列出36的所有因數。,"1,2,3,4,6,9,12,18,36",數論
5412 ÷ 33 = ?,164,除法
在○裡填上 + 或 - 或 =：7/8 ? 4/8 (A.√ B.: C.> D.×),C,分數(選擇)
31的15倍是多少？,465,倍數
父親今年62歲，兒子今年14歲，在多少年前父親年齡是兒子的5倍？,2,年齡
11 × 91 = ?,1001,乘法
每件207元，買4件共需付多少元？,828元,金錢
632 - 40 = ?,592,減法
小明有760元，買文具用去379元，媽媽又給他257元，現在有多少元？,638,四則運算
480 + 76 = ?,556,加法
319 + 149 = ?,468,加法
99 × 67 = ?,6633,乘法
12米40厘米 = ? 厘米,1240,單位轉換
一個平行四邊形有多少組平行線？,2,幾何
256 ÷ 64 = ?,4,除法
377 + 429 = ?,806,加法
父親今年9歲，兒子今年6歲，在多少年前父親年齡是兒子的2倍？,3,年齡
64 × 56 = ?,3584,乘法
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
233 + 342 = ?,575,加法
237 + 85 = ?,322,加法
24的因數有哪些？,"1,2,3,4,6,8,12,24",因數
99的10倍是多少？,990,乘法
貨倉原有飲料1670支，上午賣出1305支，下午運來597支，現在共有多少支？,962,四則運算
684 - 510 = ?,174,減法
21:58 出發，經過15分鐘後到達，到達時間是？,22:13,時間計算
12:33 出發，經過45分鐘後到達，到達時間是？,13:18,時間計算
一年有31天的月份有幾個？ (A.18 B.7 C.6 D.15),B,常識(選擇)
833 - 789 = ?,44,減法
小明有423元，買文具用去133元，媽媽又給他229元，現在有多少元？,519,四則運算
20:55 出發，經過45分鐘後到達，到達時間是？,21:40,時間計算
一個梯形有多少組平行線？,1,幾何
993 - 266 = ?,727,減法
在○裡填上 + 或 - 或 =：9/11 ? 4/11 (A.√ B.< C.× D.>),D,分數(選擇)
在○裡填上 + 或 - 或 =：1/10 ? 1/10 (A.× B.= C.> D.:),B,分數(選擇)
701 - 586 = ?,115,減法
282 - 55 = ?,227,減法
一年有31天的月份有幾個？ (A.27 B.7 C.12 D.18),B,常識(選擇)
81 × 63 = ?,5103,乘法
489 + 387 = ?,876,加法
在 89280 中，數字「8」表示的數值是？,80,位值
12:59 出發，經過20分鐘後到達，到達時間是？,13:19,時間計算
在○裡填上 + 或 - 或 =：4/7 ? 6/7 (A.= B.< C.√ D.>),B,分數(選擇)
15:42 出發，經過90分鐘後到達，到達時間是？,17:12,時間計算
467 + 51 = ?,518,加法
46 × 85 = ?,3910,乘法
19:03 出發，經過75分鐘後到達，到達時間是？,20:18,時間計算
78 × 41 = ?,3198,乘法
15:59 出發，經過20分鐘後到達，到達時間是？,16:19,時間計算
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
每件192元，買1件共需付多少元？,192元,金錢
14:57 出發，經過75分鐘後到達，到達時間是？,16:12,時間計算
91 + 230 = ?,321,加法
79 × 52 = ?,4108,乘法
每件96元，買2件共需付多少元？,192元,金錢
在○裡填上 + 或 - 或 =：5/9 ? 3/9 (A.< B.> C.× D.:),B,分數(選擇)
328 + 189 = ?,517,加法
一個長方形有多少組平行線？,2,幾何
每件206元，買6件共需付多少元？,1236元,金錢
15小時30分 = ? 分,930,單位轉換
面向西方，右轉1個直角，現在面向哪一方？ (A.北方 B.C C.A D.B),A,方向(選擇)
2515 ÷ 31 = ?,81...4,除法
267 + 314 = ?,581,加法
列出12的所有因數。,"1,2,3,4,6,12",數論
3的5倍是多少？,15,倍數
60的因數有哪些？,"1,2,3,4,5,6,10,12,15,20,30,60",因數
139 + 483 = ?,622,加法
面向南方，右轉1個直角，現在面向哪一方？ (A.西方 B.A C.B D.C),A,方向(選擇)
小明有683元，買文具用去451元，媽媽又給他113元，現在有多少元？,345,四則運算
在 11175 中，數字「1」表示的數值是？,100,位值
03:46 出發，經過60分鐘後到達，到達時間是？,04:46,時間計算
888 ÷ 9 = ?,98...6,除法
貨倉原有飲料1756支，上午賣出457支，下午運來593支，現在共有多少支？,1892,四則運算
20和7的最小公倍數是？,140,數論
15:41 出發，經過75分鐘後到達，到達時間是？,16:56,時間計算
3公斤434克 = ? 克,3434,單位轉換
家中有果87個。媽媽吃了7個後，小文吃了餘下的1/5，現在還剩下多少個果？,64,四則運算
家中有果88個。媽媽吃了8個後，小文吃了餘下的2/5，現在還剩下多少個果？,48,四則運算
一個平行四邊形有多少組平行線？,2,幾何
6 × 2 = ?,12,乘法
28小時29分 = ? 分,1709,單位轉換
家中有果82個。媽媽吃了4個後，小文吃了餘下的2/3，現在還剩下多少個果？,26,四則運算
75 × 50 = ?,3750,乘法
一個正方形有多少組平行線？,2,幾何
家中有果68個。媽媽吃了8個後，小文吃了餘下的5/6，現在還剩下多少個果？,10,四則運算
"按 甲,乙,丙,丁 次序輪流進行，第28次是什麼？ (A.丁 B.北方 C.西方 D.戊)",A,週期(選擇)
490 + 374 = ?,864,加法
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
在 31860 中，數字「0」表示的數值是？,0,位值
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
17:02 出發，經過45分鐘後到達，到達時間是？,17:47,時間計算
一個梯形有多少組平行線？,1,幾何
9和7的最小公倍數是？,63,數論
17:56 出發，經過45分鐘後到達，到達時間是？,18:41,時間計算
44 × 39 = ?,1716,乘法
5的11倍是多少？,55,倍數
"按 甲,乙,丙,丁 次序輪流進行，第21次是什麼？ (A.東方 B.北方 C.甲 D.戊)",C,週期(選擇)
11:23 出發，經過30分鐘後到達，到達時間是？,11:53,時間計算
在 17333 中，數字「3」表示的數值是？,300,位值
6米94厘米 = ? 厘米,694,單位轉換
58 + 10 = ?,68,加法
61 + 34 = ?,95,加法
貨倉原有飲料1774支，上午賣出426支，下午運來658支，現在共有多少支？,2006,四則運算
3261 ÷ 35 = ?,93...6,除法
642 - 624 = ?,18,減法
578 - 19 = ?,559,減法
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
家中有果68個。媽媽吃了2個後，小文吃了餘下的1/3，現在還剩下多少個果？,44,四則運算
20和9的最小公倍數是？,180,數論
貨倉原有飲料511支，上午賣出382支，下午運來286支，現在共有多少支？,415,四則運算
10小時41分 = ? 分,641,單位轉換
17升364毫升 = ? 毫升,17364,單位轉換
593 - 198 = ?,395,減法
37的46倍是多少？,1702,乘法
家中有果69個。媽媽吃了3個後，小文吃了餘下的2/6，現在還剩下多少個果？,44,四則運算
77的2倍是多少？,154,乘法
13:47 出發，經過15分鐘後到達，到達時間是？,14:02,時間計算
249 + 76 = ?,325,加法
911 - 245 = ?,666,減法
20:22 出發，經過45分鐘後到達，到達時間是？,21:07,時間計算
在○裡填上 + 或 - 或 =：8/9 ? 8/9 (A.√ B.> C.× D.=),D,分數(選擇)
35 × 80 = ?,2800,乘法
43 × 15 = ?,645,乘法
47公里44米 = ? 米,47044,單位轉換
貨倉原有飲料1215支，上午賣出217支，下午運來417支，現在共有多少支？,1415,四則運算
77的77倍是多少？,5929,乘法
家中有果69個。媽媽吃了3個後，小文吃了餘下的2/3，現在還剩下多少個果？,22,四則運算
28 × 6 = ?,168,乘法
933 ÷ 40 = ?,23...13,除法
618 - 80 = ?,538,減法
48的因數有哪些？,"1,2,3,4,6,8,12,16,24,48",因數
551 - 460 = ?,91,減法
家中有果86個。媽媽吃了2個後，小文吃了餘下的2/4，現在還剩下多少個果？,42,四則運算
25的68倍是多少？,1700,乘法
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
259 + 106 = ?,365,加法
317 + 437 = ?,754,加法
475 ÷ 18 = ?,26...7,除法
139 + 365 = ?,504,加法
389 + 41 = ?,430,加法
01:50 出發，經過20分鐘後到達，到達時間是？,02:10,時間計算
555 - 227 = ?,328,減法
354 + 392 = ?,746,加法
460 - 321 = ?,139,減法
"按 東,南,西,北 次序輪流進行，第81次是什麼？ (A.東 B.東方 C.丁 D.甲)",A,週期(選擇)
4032 ÷ 24 = ?,168,除法
在○裡填上 + 或 - 或 =：3/8 ? 4/8 (A.> B.= C.< D.×),C,分數(選擇)
父親今年20歲，兒子今年14歲，在多少年前父親年齡是兒子的2倍？,8,年齡
82 + 167 = ?,249,加法
一個平行四邊形有多少組平行線？,2,幾何
1272 ÷ 44 = ?,28...40,除法
面向北方，右轉1個直角，現在面向哪一方？ (A.C B.B C.A D.東方),D,方向(選擇)
每件249元，買7件共需付多少元？,1743元,金錢
33的10倍是多少？,330,乘法
947 - 449 = ?,498,減法
家中有果74個。媽媽吃了4個後，小文吃了餘下的3/5，現在還剩下多少個果？,28,四則運算
列出48的所有因數。,"1,2,3,4,6,8,12,16,24,48",數論
36的因數有哪些？,"1,2,3,4,6,9,12,18,36",因數
在○裡填上 + 或 - 或 =：1/6 ? 5/6 (A.: B.× C.< D.=),C,分數(選擇)
209 + 428 = ?,637,加法
261 ÷ 43 = ?,6...3,除法
447 - 216 = ?,231,減法
貨倉原有飲料663支，上午賣出482支，下午運來588支，現在共有多少支？,769,四則運算
31的14倍是多少？,434,倍數
父親今年12歲，兒子今年6歲，在多少年前父親年齡是兒子的3倍？,3,年齡
749 - 79 = ?,670,減法
貨倉原有飲料1199支，上午賣出1034支，下午運來973支，現在共有多少支？,1138,四則運算
一個平行四邊形有多少組平行線？,2,幾何
在 7607 中，數字「7」表示的數值是？,7,位值
242 - 76 = ?,166,減法
29小時34分 = ? 分,1774,單位轉換
445 ÷ 7 = ?,63...4,除法
面向南方，左轉2個直角，現在面向哪一方？ (A.A B.C C.北方 D.B),C,方向(選擇)
小明有329元，買文具用去92元，媽媽又給他133元，現在有多少元？,370,四則運算
在 41484 中，數字「4」表示的數值是？,4,位值
一個平行四邊形有多少組平行線？,2,幾何
33 + 226 = ?,259,加法
567 ÷ 8 = ?,70...7,除法
父親今年51歲，兒子今年15歲，在多少年前父親年齡是兒子的5倍？,6,年齡
貨倉原有飲料1831支，上午賣出1171支，下午運來530支，現在共有多少支？,1190,四則運算
160 + 405 = ?,565,加法
列出48的所有因數。,"1,2,3,4,6,8,12,16,24,48",數論
451 - 426 = ?,25,減法
面向南方，右轉1個直角，現在面向哪一方？ (A.C B.西方 C.A D.B),B,方向(選擇)
446 + 258 = ?,704,加法
368 - 129 = ?,239,減法
573 - 533 = ?,40,減法
76的27倍是多少？,2052,乘法
11和14的最小公倍數是？,154,數論
390 + 425 = ?,815,加法
在 9605 中，數字「0」表示的數值是？,0,位值
11 × 29 = ?,319,乘法
40的81倍是多少？,3240,乘法
在 41062 中，數字「6」表示的數值是？,60,位值
795 - 466 = ?,329,減法
4升391毫升 = ? 毫升,4391,單位轉換
285 + 64 = ?,349,加法
一個梯形有多少組平行線？,1,幾何
列出60的所有因數。,"1,2,3,4,5,6,10,12,15,20,30,60",數論
12的81倍是多少？,972,乘法
17和14的最小公倍數是？,238,數論
每件15元，買8件共需付多少元？,120元,金錢
貨倉原有飲料1762支，上午賣出1293支，下午運來873支，現在共有多少支？,1342,四則運算
1805 ÷ 19 = ?,95,除法
80 × 50 = ?,4000,乘法
137 + 338 = ?,475,加法
小明有403元，買文具用去278元，媽媽又給他243元，現在有多少元？,368,四則運算
家中有果56個。媽媽吃了6個後，小文吃了餘下的3/5，現在還剩下多少個果？,20,四則運算
31公里962米 = ? 米,31962,單位轉換
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
一個長方形有多少組平行線？,2,幾何
18和14的最小公倍數是？,126,數論
20升190毫升 = ? 毫升,20190,單位轉換
在○裡填上 + 或 - 或 =：1/3 ? 1/3 (A.: B.√ C.> D.=),D,分數(選擇)
416 + 419 = ?,835,加法
216 + 363 = ?,579,加法
22:03 出發，經過45分鐘後到達，到達時間是？,22:48,時間計算
3069 ÷ 49 = ?,62...31,除法
父親今年7歲，兒子今年5歲，在多少年前父親年齡是兒子的2倍？,3,年齡
21:53 出發，經過75分鐘後到達，到達時間是？,23:08,時間計算
